Attendance,Extracurricular_Activities,Previous_Scores_1,previous_Score_2,Assignment_Score,Previous_Semester_CGPA,Rating
50,Yes,41,36,22,3.4,4.0
80,Yes,67,68,35,6.3,7.5
67,Yes,92,65,34,8.3,8.3
96,Yes,99,74,48,9.0,9.2
57,Yes,24,42,19,2.8,3.5
64,No,82,64,40,7.1,7.1
40,Yes,21,35,11,3.0,3.1
67,Yes,86,68,38,8.0,8.1
75,Yes,89,67,41,7.7,7.8
61,No,88,65,33,8.1,7.8
65,Yes,72,63,37,6.3,7.4
67,Yes,58,64,35,5.6,7.1
62,Yes,79,62,39,7.0,7.1
86,Yes,89,68,38,8.3,8.3
93,Yes,96,75,42,8.4,9.0
46,No,24,25,7,2.0,2.3
95,Yes,62,68,29,6.8,7.4
48,No,40,35,22,4.1,4.0
73,No,90,68,42,7.8,8.3
66,No,77,62,37,6.7,6.7
85,Yes,84,67,38,7.2,7.8
49,No,22,30,14,2.2,3.0
85,No,50,65,28,5.7,5.5
90,Yes,98,69,43,8.6,8.5
82,No,91,70,36,8.5,8.4
85,Yes,70,64,36,6.7,7.3
97,Yes,73,75,39,7.3,7.5
72,Yes,96,66,39,7.8,8.5
74,No,60,62,30,6.6,6.4
54,No,26,32,18,3.3,3.6
84,No,51,68,25,6.2,6.2
67,Yes,94,66,44,7.9,8.3
75,Yes,79,65,34,7.5,7.5
79,Yes,74,68,40,6.8,8.0
77,No,85,68,40,7.4,8.0
67,Yes,53,62,28,5.7,5.9
97,Yes,60,66,27,5.9,6.3
90,No,70,68,36,7.0,6.8
79,No,81,69,38,7.6,7.2
87,No,57,67,26,6.5,6.4
96,Yes,69,74,36,7.4,7.9
65,No,63,61,31,6.6,6.2
41,No,41,43,24,3.8,4.5
82,No,96,69,45,8.1,8.7
92,No,58,66,33,6.7,6.2
61,No,59,61,28,5.6,5.6
99,Yes,80,71,41,7.6,8.4
78,Yes,73,71,37,7.1,8.0
74,No,86,69,35,7.7,8.0
72,Yes,64,66,36,6.6,7.5
67,Yes,77,64,38,7.3,8.0
92,No,69,68,29,7.1,7.0
98,Yes,64,71,31,6.3,7.1
77,Yes,86,66,36,7.8,8.4
98,Yes,90,94,46,8.8,9.3
93,Yes,66,68,34,6.3,7.3
79,No,81,66,39,7.3,7.3
54,No,33,40,22,4.0,4.2
77,No,90,68,43,8.1,8.0
82,No,64,65,31,6.5,6.7
62,Yes,59,64,30,6.6,6.7
88,Yes,97,69,37,8.3,8.2
62,No,71,59,33,6.1,6.1
93,No,82,70,39,7.7,7.8
93,Yes,90,72,41,7.9,8.7
69,No,84,64,36,7.5,7.2
73,No,78,63,35,6.7,7.1
79,Yes,69,67,34,7.1,7.3
84,Yes,96,62,42,8.3,8.7
71,Yes,57,69,33,6.6,6.7
84,Yes,94,66,43,7.7,8.2
72,No,85,66,36,7.5,7.1
62,No,79,63,32,7.1,7.4
60,No,20,44,15,3.5,3.6
64,No,57,58,30,5.9,6.0
92,No,72,67,37,6.8,7.4
98,Yes,89,68,35,7.6,8.4
77,No,87,67,41,8.1,8.1
81,No,82,67,37,7.4,7.3
66,No,100,62,45,8.0,7.7
82,Yes,99,66,38,8.1,8.4
48,Yes,37,23,11,2.6,3.1
56,Yes,25,20,10,1.9,2.4
97,No,73,69,32,6.9,7.5
68,Yes,92,67,35,7.9,7.8
91,Yes,73,69,38,7.1,7.9
61,No,67,62,32,6.0,6.1
75,Yes,87,67,37,7.6,8.0
64,Yes,83,63,37,7.6,7.7
74,No,98,65,43,8.2,7.7
67,Yes,77,66,39,7.6,7.8
75,Yes,98,71,38,8.3,9.2
40,Yes,23,41,14,3.0,3.9
72,Yes,93,68,39,8.5,8.3
86,Yes,68,67,36,7.2,7.4
97,No,90,71,40,7.7,8.5
76,Yes,96,65,35,8.2,8.9
68,Yes,81,64,38,7.6,7.7
71,Yes,86,69,38,8.2,8.8
94,Yes,98,68,44,8.6,8.7
83,Yes,69,67,37,7.2,7.6
78,Yes,76,71,34,7.5,7.8
66,Yes,95,64,35,7.6,8.2
78,Yes,84,69,41,7.2,8.1
71,Yes,94,68,38,7.8,8.6
44,Yes,33,24,9,2.9,3.6
95,No,87,67,33,7.5,7.1
63,Yes,51,58,23,5.6,5.5
81,Yes,67,66,35,6.9,7.1
50,Yes,36,30,17,3.7,4.2
41,Yes,34,26,11,3.3,3.0
95,Yes,68,70,33,7.2,7.4
81,Yes,98,70,46,8.5,9.3
73,No,78,66,40,7.6,7.4
68,No,60,61,31,5.8,6.3
92,Yes,74,71,33,7.4,8.3
85,Yes,76,69,37,7.0,7.8
60,Yes,41,23,16,2.9,3.3
69,No,86,65,38,7.6,7.1
73,Yes,76,69,34,7.5,8.1
98,Yes,72,74,40,7.1,8.3
81,Yes,96,71,43,8.8,8.5
76,No,82,68,39,7.6,7.6
81,Yes,68,69,37,7.2,7.5
91,Yes,73,68,36,6.6,7.3
74,No,64,63,28,6.8,6.2
67,Yes,98,68,37,8.4,9.1
55,Yes,22,20,8,1.7,2.9
87,No,70,71,30,6.9,6.5
89,No,59,66,30,6.0,6.1
95,No,59,69,30,6.1,6.3
75,Yes,74,68,40,6.7,7.6
63,No,73,63,29,7.3,6.4
98,No,71,69,32,7.4,6.8
77,Yes,93,66,40,8.4,8.8
43,Yes,30,29,13,2.6,3.7
87,No,68,68,32,6.5,6.8
82,Yes,65,69,31,6.3,7.3
68,Yes,89,65,40,8.0,7.9
90,Yes,72,68,35,7.4,8.1
92,Yes,61,67,36,6.3,7.4
82,No,59,65,28,6.7,6.7
80,Yes,64,65,30,6.5,6.7
65,Yes,50,64,30,5.4,5.8
63,No,97,69,40,7.8,7.7
74,No,72,64,35,6.6,6.8
72,No,54,66,26,6.3,5.6
98,Yes,58,65,28,6.4,6.8
56,Yes,25,32,12,2.8,3.5
53,Yes,31,26,12,2.5,2.8
42,Yes,41,42,20,3.9,4.1
67,Yes,65,61,27,6.7,6.8
99,No,98,72,40,9.0,8.6
75,Yes,88,67,35,8.2,8.3
64,Yes,91,63,33,7.3,8.0
80,No,66,69,33,7.0,6.5
95,Yes,69,70,36,7.0,7.2
95,Yes,77,71,41,7.3,8.5
60,Yes,73,60,35,6.3,7.0
95,Yes,63,70,31,7.1,7.1
51,No,33,32,13,3.3,3.4
62,No,92,63,37,7.7,7.2
40,Yes,44,44,20,4.8,5.0
44,Yes,31,39,14,3.2,3.8
84,Yes,79,68,38,6.9,7.8
83,No,51,64,26,5.4,5.7
93,No,67,68,35,6.9,7.4
42,Yes,29,31,15,2.9,3.8
44,No,21,42,19,2.9,3.0
82,Yes,59,68,28,6.4,6.4
50,Yes,25,37,14,2.9,3.5
100,Yes,69,72,32,7.1,7.2
65,No,57,67,29,6.1,5.7
94,Yes,70,73,33,7.6,7.9
46,No,35,22,14,2.9,3.0
76,Yes,71,61,28,7.1,7.5
85,No,59,70,29,6.4,6.4
62,Yes,80,62,33,6.9,7.0
80,Yes,52,67,29,6.2,6.2
95,Yes,69,69,33,7.3,7.9
69,No,95,93,49,9.1,8.9
77,No,71,68,31,7.2,6.5
98,Yes,72,69,32,7.5,7.9
77,Yes,53,68,25,6.5,6.5
74,No,80,64,31,6.8,7.2
78,Yes,97,69,39,8.0,9.1
81,No,65,66,30,6.5,7.0
85,No,70,68,37,6.5,6.7
92,Yes,79,72,37,8.0,8.2
78,No,55,63,27,6.1,5.9
93,No,98,73,47,8.3,8.5
57,Yes,31,43,20,3.7,4.3
74,Yes,56,65,32,5.7,6.4
86,Yes,67,68,31,6.5,7.6
89,No,69,70,34,6.8,6.7
82,No,67,65,36,6.2,7.1
62,Yes,85,66,36,7.1,7.4
67,Yes,67,66,34,6.8,7.2
71,Yes,66,65,30,7.0,6.6
71,No,66,69,34,6.9,7.2
87,Yes,89,69,36,7.7,7.9
53,No,21,35,10,2.9,2.5
90,Yes,51,66,28,5.8,6.1
71,Yes,68,63,29,7.0,6.7
72,Yes,64,68,30,6.4,6.8
81,Yes,95,68,36,7.7,8.3
69,No,74,65,32,7.2,7.3
95,No,62,69,31,7.0,6.7
63,No,99,66,40,8.6,8.7
78,No,62,63,32,6.0,5.9
94,Yes,88,72,40,8.4,8.9
85,No,82,67,36,7.1,7.1
72,No,73,67,35,6.9,6.5
77,Yes,70,68,36,6.5,7.1
88,Yes,94,71,42,8.7,8.9
44,No,28,22,15,2.8,3.0
96,No,69,68,37,7.2,7.5
74,No,68,69,39,7.3,7.0
100,Yes,64,69,30,6.2,7.0
60,No,70,63,34,6.9,6.4
41,Yes,36,31,20,3.6,4.2
49,Yes,27,36,12,2.9,3.1
68,No,77,66,35,6.7,6.8
62,No,73,62,34,6.3,6.9
43,Yes,23,36,13,2.7,3.8
77,Yes,55,63,26,6.0,6.8
89,Yes,57,71,36,6.6,7.3
85,Yes,66,67,34,6.3,6.7
70,Yes,73,67,30,6.9,7.5
80,Yes,60,67,29,6.8,6.8
97,Yes,88,71,37,7.6,8.3
93,No,60,69,36,6.3,6.7
73,Yes,56,93,37,7.6,8.3
99,Yes,100,72,41,8.5,8.9
88,No,72,71,40,6.8,7.5
54,No,30,24,17,2.4,3.0
41,Yes,40,33,20,3.7,4.6
67,Yes,62,61,30,6.4,6.9
89,No,96,66,36,8.2,8.4
67,Yes,56,61,29,5.9,6.1
80,No,92,67,42,8.1,7.9
64,Yes,59,64,34,6.6,7.0
97,No,97,69,42,8.4,8.6
55,No,27,36,13,3.4,3.4
96,Yes,59,70,31,6.4,7.5
98,Yes,92,73,40,8.7,8.5
60,Yes,70,63,30,6.2,7.0
79,Yes,87,68,37,8.0,8.6
61,Yes,82,64,38,7.7,8.4
96,Yes,86,69,39,8.1,8.4
81,Yes,67,69,36,6.8,7.9
63,No,97,67,41,8.6,7.9
42,Yes,42,42,19,4.3,4.4
75,No,54,62,32,5.7,5.9
98,No,53,66,25,6.1,6.2
88,No,87,68,41,8.2,7.7
95,No,92,71,41,8.2,8.5
75,No,85,66,42,7.4,7.8
62,No,64,62,31,5.9,6.2
56,Yes,31,20,10,2.9,3.4
61,Yes,78,59,29,6.7,6.8
98,Yes,60,70,31,6.5,6.7
75,Yes,69,66,38,6.7,7.8
60,Yes,30,26,18,2.4,3.2
88,No,64,66,37,6.1,6.4
99,Yes,69,73,36,7.3,8.2
99,Yes,68,65,33,6.5,7.6
66,Yes,73,65,38,6.9,7.6
45,No,38,30,13,3.3,3.8
83,Yes,89,69,41,8.2,9.0
85,No,83,74,41,8.1,8.4
90,Yes,51,68,32,5.9,6.7
67,No,95,65,36,7.6,8.1
98,Yes,79,72,35,7.4,8.3
86,Yes,96,71,39,8.0,8.7
94,No,98,69,42,8.0,8.6
58,Yes,31,26,9,2.7,3.3
77,Yes,96,71,40,8.3,8.4
99,Yes,68,68,38,6.9,8.1
83,No,63,63,33,6.0,6.2
95,No,54,69,27,5.8,6.0
98,No,73,68,37,6.9,7.6
87,Yes,84,73,35,8.1,8.2
82,Yes,99,69,37,7.9,8.8
60,Yes,76,58,33,7.1,6.8
62,No,87,65,42,7.3,7.3
68,Yes,95,63,38,7.7,8.5
67,No,77,59,35,6.8,7.1
70,Yes,58,58,32,5.6,6.2
72,Yes,92,66,39,8.1,8.6
74,Yes,79,67,38,7.4,7.4
52,Yes,30,40,19,3.5,3.7
64,No,83,67,37,7.8,7.0
62,Yes,53,65,28,6.1,6.1
50,Yes,29,26,14,2.9,3.7
81,Yes,64,66,31,6.1,7.1
78,Yes,64,68,30,7.1,7.2
85,Yes,92,65,39,7.8,8.5
93,No,80,71,35,7.5,7.8
77,Yes,54,64,25,5.9,5.9
59,Yes,34,25,17,2.8,3.8
55,No,43,24,16,3.1,3.8
94,No,63,70,37,7.1,7.0
77,Yes,52,66,31,5.7,6.7
86,No,69,70,33,7.0,6.9
67,No,73,62,38,6.8,7.1
82,Yes,95,66,43,8.0,8.5
99,No,95,70,42,8.2,8.4
81,Yes,75,63,36,7.0,7.5
97,Yes,74,73,32,7.6,8.4
76,Yes,82,70,37,7.8,8.0
100,No,63,71,33,6.2,7.1
45,No,38,38,18,3.3,3.4
62,Yes,50,64,27,5.3,6.0
83,Yes,54,66,32,6.2,6.8
71,Yes,59,82,32,7.4,7.1
61,Yes,82,68,32,7.7,8.2
93,No,61,67,32,6.4,6.2
71,Yes,56,68,34,6.1,6.7
92,Yes,81,69,36,7.7,8.3
72,Yes,83,63,35,6.8,7.4
47,No,38,39,14,3.5,3.8
99,No,89,68,40,7.7,8.1
74,Yes,80,71,32,7.1,7.9
84,Yes,70,69,32,7.1,7.7
84,Yes,99,70,42,8.4,9.1
82,No,51,70,27,6.3,5.8
97,Yes,77,73,33,7.8,8.1
87,Yes,58,68,28,6.6,6.6
76,Yes,66,65,34,6.9,7.7
94,Yes,57,72,27,6.4,7.3
67,Yes,83,67,34,7.4,7.6
82,Yes,70,68,31,7.3,7.1
98,Yes,99,69,40,8.6,9.1
85,Yes,83,70,38,7.4,7.8
93,Yes,96,69,40,8.1,8.6
86,Yes,62,68,30,6.9,6.8
94,No,66,65,30,6.2,6.9
98,Yes,68,70,30,7.0,7.0
71,Yes,92,65,34,7.4,8.4
67,No,61,61,29,5.8,6.2
79,No,97,69,43,8.0,8.3
88,Yes,52,67,34,6.2,6.7
69,Yes,94,65,41,7.8,8.5
60,No,73,63,35,7.3,6.9
54,Yes,29,20,13,2.9,3.1
99,No,100,76,46,8.9,8.6
88,No,94,70,41,8.4,8.6
76,Yes,95,67,41,8.0,8.6
57,Yes,37,33,14,3.8,3.9
74,Yes,98,65,38,8.4,8.6
67,No,84,65,38,7.9,7.3
64,No,91,63,39,7.2,7.6
96,Yes,86,74,36,8.0,8.7
100,Yes,89,72,41,8.2,8.5
67,No,82,68,37,7.5,7.9
62,No,86,62,40,6.9,7.4
73,No,72,65,32,6.9,7.0
55,Yes,40,32,18,3.8,4.4
68,Yes,64,61,26,6.1,6.1
72,Yes,82,67,33,7.9,7.7
68,No,76,66,33,7.3,7.4
91,Yes,95,70,43,8.1,8.3
89,No,84,72,34,7.8,7.4
59,Yes,30,31,18,3.2,4.0
40,Yes,26,29,16,2.5,3.1
96,No,93,74,40,8.1,7.9
99,No,53,70,33,6.3,6.1
67,Yes,95,67,36,8.0,8.2
69,Yes,83,68,36,7.9,7.8
81,No,59,69,34,6.4,6.8
64,No,95,66,38,8.3,8.2
77,No,66,66,32,6.4,6.9
83,Yes,58,68,26,6.8,7.3
81,Yes,66,60,28,6.6,6.8
46,No,36,44,21,4.5,3.8
82,No,88,66,39,7.4,8.1
98,Yes,96,77,47,8.2,9.3
68,No,65,63,32,6.6,6.7
86,Yes,54,66,30,5.7,6.8
62,Yes,78,64,38,7.1,7.3
63,No,74,63,34,7.1,7.4
82,Yes,86,68,41,7.6,8.2
64,No,77,65,34,6.9,6.5
61,Yes,70,65,35,6.9,6.9
67,Yes,50,64,28,6.1,6.8
83,Yes,73,68,38,7.0,7.7
88,Yes,56,62,34,5.9,7.1
68,Yes,96,67,40,8.2,8.3
87,Yes,96,73,46,8.8,8.9
67,Yes,90,69,43,7.5,8.0
85,No,58,65,28,6.4,6.5
76,Yes,57,66,32,5.7,6.8
86,No,78,73,38,7.3,8.0
100,Yes,86,72,41,7.9,8.8
98,Yes,95,72,43,8.0,8.7
60,Yes,95,61,36,8.0,8.5
56,Yes,36,39,17,3.5,4.7
63,No,100,66,37,8.0,7.5
98,No,58,74,31,7.0,7.1
71,Yes,92,64,37,7.7,8.0
75,Yes,79,66,40,7.4,8.3
64,Yes,84,64,34,7.7,7.9
64,No,80,66,39,7.4,7.6
89,No,93,72,36,8.1,8.2
98,Yes,82,71,40,7.5,8.1
84,Yes,92,70,44,8.5,9.3
89,Yes,58,67,26,6.6,6.9
90,No,93,71,36,7.9,7.8
71,No,100,63,43,7.7,8.4
62,No,83,64,34,7.8,7.2
60,Yes,99,64,43,7.9,8.3
74,No,61,65,28,6.8,6.5
70,Yes,91,65,34,7.8,7.7
62,No,58,62,27,6.1,5.7
67,Yes,76,65,36,7.3,7.6
65,No,83,64,39,7.1,7.0
97,Yes,83,74,41,7.5,8.1
49,Yes,37,42,17,3.6,4.2
82,No,66,66,28,6.7,6.6
84,No,99,70,38,8.5,8.4
82,No,50,68,30,5.9,6.4
50,No,29,42,14,3.7,3.1
73,No,93,58,38,7.7,8.0
62,Yes,95,65,40,8.3,8.8
76,Yes,86,68,38,7.6,8.3
68,No,79,64,38,7.6,6.9
82,No,73,66,39,7.3,6.9
88,Yes,72,92,38,8.5,8.9
43,Yes,33,42,14,3.7,3.8
77,No,85,68,42,8.1,7.5
59,No,36,36,18,3.1,3.6
94,Yes,76,64,34,7.3,7.4
69,Yes,87,68,34,8.2,7.9
89,No,76,67,36,7.6,7.8
90,Yes,55,68,32,6.6,7.2
77,Yes,93,66,40,7.8,8.3
72,Yes,94,66,36,7.9,7.9
79,Yes,63,68,30,6.3,6.8
64,Yes,89,64,36,7.3,7.5
62,Yes,76,63,34,7.1,7.0
64,Yes,56,62,26,5.6,6.6
67,No,70,66,32,7.2,6.4
59,Yes,39,31,12,3.1,4.1
94,Yes,89,66,41,8.2,8.0
69,Yes,60,66,35,6.3,6.6
97,Yes,58,69,28,6.3,7.0
98,Yes,60,67,36,6.7,7.2
98,No,61,75,33,7.2,7.4
94,Yes,84,73,37,8.1,8.1
75,Yes,82,66,37,7.4,8.0
63,No,56,61,33,6.2,5.6
83,Yes,86,68,34,7.6,8.0
82,Yes,67,67,31,6.8,7.4
60,No,32,22,13,2.2,3.2
100,No,56,69,30,6.1,6.0
80,No,85,69,42,7.6,7.6
74,Yes,69,67,36,6.7,7.7
67,No,82,65,36,7.5,7.0
60,No,71,63,37,6.7,6.4
80,Yes,52,63,29,5.6,6.5
82,No,85,66,37,7.7,7.9
93,Yes,78,66,37,7.0,8.2
80,Yes,72,69,36,7.2,8.0
97,Yes,60,72,28,6.8,6.8
85,Yes,81,70,33,7.7,8.3
94,Yes,64,68,30,6.1,6.7
66,Yes,71,66,32,6.8,7.3
94,Yes,53,67,27,6.1,6.5
87,No,89,68,42,7.5,8.2
67,Yes,55,62,29,6.2,6.1
68,No,95,64,43,8.1,7.6
97,Yes,93,71,40,8.6,9.0
45,No,23,34,9,3.3,2.5
79,Yes,95,69,37,8.3,8.5
73,No,99,65,36,8.1,7.5
87,No,94,71,41,8.1,8.0
94,No,56,69,28,6.0,6.0
74,Yes,72,65,32,6.7,7.6
77,Yes,54,66,27,5.7,6.4
99,Yes,77,68,38,7.5,8.5
91,Yes,76,72,41,7.8,8.0
96,Yes,96,74,47,8.2,8.9
78,No,98,64,41,8.4,8.0
69,Yes,63,64,26,6.5,7.2
76,Yes,79,63,30,7.1,7.4
89,No,73,66,38,7.1,7.3
64,Yes,77,67,40,7.2,8.2
71,Yes,77,64,30,7.1,7.6
62,No,96,62,38,8.0,7.4
77,Yes,95,66,44,7.6,8.1
93,No,56,71,35,6.6,6.2
61,Yes,67,63,33,6.8,7.5
87,Yes,88,72,42,8.3,9.1
97,No,84,71,42,8.0,8.1
69,No,82,61,40,7.2,7.0
88,Yes,100,71,47,9.0,9.6
99,No,67,69,32,7.1,6.6
98,Yes,76,74,42,7.3,8.1
69,Yes,99,61,39,7.5,8.3
64,No,85,68,40,8.1,7.9
66,Yes,82,67,41,7.8,8.1
57,No,29,21,12,2.8,2.3
89,No,62,69,36,6.7,7.3
51,No,27,22,8,2.1,2.5
73,Yes,73,66,35,7.4,8.0
45,No,24,28,10,2.5,2.8
83,No,95,70,44,8.6,8.4
79,Yes,55,68,32,6.6,7.3
89,Yes,62,68,37,6.1,7.5
78,No,57,65,27,5.7,6.3
74,Yes,87,63,39,7.7,8.4
72,Yes,99,62,37,8.1,8.1
68,Yes,95,66,38,8.2,8.6
41,Yes,34,44,21,3.4,4.5
64,Yes,51,61,24,5.1,5.7
74,Yes,67,63,29,6.6,7.4
61,Yes,93,65,39,7.8,8.7
67,No,83,64,33,7.3,6.8
90,Yes,60,74,31,7.2,6.9
73,Yes,73,70,31,7.1,7.5
87,No,54,63,33,5.6,5.6
89,No,76,68,34,7.2,7.7
83,Yes,95,69,37,8.6,8.3
98,Yes,52,70,31,6.1,6.8
61,Yes,81,62,38,6.9,7.6
90,Yes,62,71,32,6.4,7.3
55,No,23,40,19,3.0,3.0
94,Yes,53,69,26,6.2,6.4
67,Yes,81,68,34,7.2,7.4
43,Yes,34,27,19,2.6,3.6
67,Yes,94,65,40,8.3,8.8
84,Yes,56,65,26,6.3,6.6
88,No,71,72,34,7.4,6.9
52,No,24,21,8,2.1,2.3
82,Yes,90,68,42,7.9,8.2
88,Yes,68,72,38,6.6,7.5
77,Yes,59,66,35,6.1,7.3
94,No,86,71,41,7.8,8.4
91,Yes,91,67,35,7.5,8.5
63,No,73,61,34,6.5,6.5
85,Yes,69,70,39,7.2,7.4
69,Yes,82,64,38,7.5,8.0
82,Yes,83,64,38,7.8,7.7
53,Yes,24,37,12,2.9,3.6
95,No,64,70,35,6.3,6.3
76,Yes,97,65,41,7.8,8.2
72,No,61,67,31,6.3,6.9
69,Yes,69,65,32,6.5,6.7
81,Yes,64,65,35,6.6,7.1
65,Yes,97,65,43,8.0,8.3
43,Yes,31,38,16,3.2,3.6
60,No,91,62,41,8.1,7.8
41,Yes,44,31,18,4.0,4.0
69,Yes,84,63,37,7.7,7.8
99,Yes,62,70,34,6.6,7.1
89,Yes,98,67,37,8.0,9.0
74,No,77,66,39,7.6,7.3
54,No,34,40,23,3.8,3.5
81,Yes,68,66,28,7.2,7.3
69,No,77,67,37,6.7,7.5
81,No,87,68,36,7.9,7.8
93,Yes,78,67,37,7.4,7.8
85,Yes,82,66,36,7.2,8.2
85,Yes,74,71,37,6.8,8.0
82,Yes,86,69,41,7.7,8.5
43,Yes,35,24,10,2.5,2.8
97,Yes,53,70,33,6.3,6.9
40,Yes,32,26,13,2.6,3.0
72,No,84,68,38,7.2,7.2
78,Yes,69,67,34,7.0,7.9
67,No,64,62,31,6.6,6.2
85,No,59,67,32,6.1,6.7
80,No,79,69,33,7.9,7.8
64,Yes,67,64,30,6.6,7.2
68,Yes,75,66,37,7.2,8.1
42,Yes,32,30,19,3.5,3.5
96,No,88,70,44,8.2,8.7
83,No,90,69,44,7.9,8.4
57,Yes,27,36,18,2.8,3.3
74,Yes,66,61,31,6.4,7.0
83,No,55,68,29,6.6,6.3
78,No,98,68,44,8.6,8.6
86,No,84,66,39,7.7,7.6
62,No,51,65,29,6.0,5.6
80,Yes,74,66,33,6.5,7.1
49,No,34,25,16,2.9,2.8
73,No,77,68,41,7.1,7.7
98,No,59,67,35,6.0,6.8
67,Yes,53,63,27,5.7,6.4
72,No,66,64,29,6.4,6.3
80,No,65,66,31,7.0,6.7
95,Yes,86,69,41,7.7,8.2
77,Yes,74,70,34,6.9,7.8
90,No,65,72,31,7.2,6.6
94,No,79,71,42,7.2,8.0
56,Yes,22,44,20,3.2,4.3
76,No,83,68,37,7.7,7.9
59,Yes,40,27,15,3.8,4.3
93,No,64,69,28,7.0,7.0
62,No,64,65,36,6.7,6.5
72,Yes,73,69,33,6.6,7.5
45,No,32,24,15,3.0,3.2
83,Yes,66,67,36,6.7,7.7
77,No,64,64,31,6.6,6.1
82,Yes,58,68,29,5.9,6.6
68,Yes,70,67,33,6.8,6.8
77,No,59,62,26,5.6,5.7
80,No,57,68,30,6.3,6.7
96,Yes,93,72,39,8.4,9.0
70,Yes,53,61,30,5.5,6.1
95,Yes,86,67,42,7.3,7.9
86,No,60,70,30,6.8,6.3
61,Yes,51,59,22,5.3,5.9
58,Yes,39,25,16,3.5,4.3
61,No,85,60,31,7.0,7.1
100,No,67,74,39,7.2,7.7
95,Yes,54,68,29,5.7,6.8
72,No,68,67,30,6.8,6.7
70,No,59,67,35,6.6,6.3
75,Yes,97,66,45,8.6,9.2
74,No,76,63,38,6.9,7.5
75,No,98,62,44,8.4,7.8
73,Yes,68,64,34,6.4,6.7
85,Yes,78,68,36,7.4,7.6
67,No,60,65,33,6.5,6.4
94,Yes,90,71,36,7.9,8.8
92,Yes,52,68,27,5.9,6.2
57,Yes,32,24,14,2.8,3.4
94,Yes,70,68,32,6.6,7.6
70,Yes,79,68,37,7.2,8.0
61,Yes,80,67,35,7.7,7.9
85,Yes,86,67,37,7.5,8.0
78,Yes,60,70,30,6.6,6.8
83,Yes,77,69,31,6.8,7.8
96,No,71,70,36,7.4,7.4
99,No,64,69,30,6.5,6.7
85,Yes,75,70,37,7.2,7.8
91,No,98,72,40,8.7,8.7
63,No,97,59,42,8.0,8.1
66,No,64,64,35,6.3,6.3
89,Yes,94,72,43,8.1,8.6
77,Yes,94,70,36,8.6,9.1
78,No,62,63,34,6.6,6.8
72,Yes,80,66,33,7.8,7.4
44,No,28,42,14,3.5,3.8
46,Yes,25,36,20,3.5,3.8
85,No,68,71,32,7.3,7.3
48,Yes,30,43,19,3.8,3.9
46,Yes,31,23,17,2.9,3.7
73,No,58,64,29,6.0,5.8
69,Yes,92,65,37,7.6,8.4
44,Yes,32,44,23,3.5,4.4
62,Yes,90,67,36,8.3,8.6
67,Yes,65,61,31,6.5,6.8
82,Yes,74,68,37,7.2,7.8
79,No,77,68,37,7.0,7.7
62,No,88,62,37,7.2,6.8
60,No,94,62,39,7.3,7.7
100,Yes,90,74,36,8.4,8.8
86,Yes,79,68,37,7.1,7.5
75,No,67,66,36,6.2,6.3
79,No,76,67,32,7.1,7.3
71,No,52,65,33,5.8,5.6
49,Yes,33,34,15,3.0,3.9
86,No,68,67,30,7.2,7.1
95,Yes,66,76,39,6.8,7.7
55,Yes,38,25,13,2.9,3.4
94,No,53,68,27,5.6,6.4
65,Yes,71,63,36,7.0,7.2
69,Yes,54,65,27,5.6,5.9
61,No,64,63,32,6.0,5.8
66,No,74,59,32,6.4,6.5
97,No,60,74,32,7.0,6.7
78,Yes,54,62,32,6.1,6.7
63,Yes,72,59,30,6.9,7.3
40,Yes,28,37,11,3.2,3.6
95,No,96,73,37,8.4,8.5
90,Yes,56,68,30,6.1,6.7
97,Yes,81,68,41,7.7,8.2
69,Yes,66,66,35,6.3,7.5
93,Yes,56,69,35,6.0,7.4
88,No,70,70,34,7.3,6.7
95,Yes,71,74,40,7.5,7.7
92,No,68,75,35,6.9,6.9
74,Yes,88,71,41,8.2,8.7
49,Yes,32,35,16,3.3,4.2
70,No,57,65,29,6.2,6.5
73,No,58,65,32,6.3,6.6
64,No,71,65,29,7.0,7.1
97,No,66,67,37,6.8,6.5
72,Yes,91,67,42,7.7,8.2
81,Yes,100,67,39,8.1,8.7
76,Yes,59,71,31,6.2,7.2
98,No,88,72,43,8.0,8.5
57,Yes,31,28,19,2.6,4.1
91,Yes,82,70,35,7.2,8.3
94,No,63,72,28,7.2,6.7
77,Yes,55,64,31,6.4,6.8
75,Yes,77,66,39,7.2,7.5
90,Yes,81,69,35,7.5,8.0
97,No,98,71,42,8.8,8.2
90,No,84,68,40,7.5,8.2
47,Yes,40,28,21,3.1,4.0
96,Yes,100,71,38,8.1,9.3
76,Yes,69,65,31,6.9,7.3
83,Yes,58,66,28,6.1,6.5
93,Yes,81,68,33,7.6,7.8
68,Yes,63,61,34,5.9,7.1
91,No,96,71,41,8.2,8.0
84,Yes,71,70,38,7.5,7.4
96,No,57,66,30,6.0,6.3
47,Yes,28,42,14,3.6,4.5
77,Yes,82,67,34,7.3,7.7
93,Yes,68,72,39,7.2,7.7
61,No,68,65,29,6.7,6.9
64,No,81,68,41,7.6,7.8
100,Yes,61,70,34,6.7,6.8
71,Yes,57,63,32,6.4,7.0
99,No,83,69,33,7.1,7.8
67,No,50,62,24,5.9,5.9
74,No,95,71,38,8.4,8.1
90,Yes,59,64,35,6.2,6.9
86,No,72,69,30,6.7,6.4
83,Yes,61,71,34,6.3,7.1
